,sentence,option1,option2,answer,chatgpt,reason
797,Monica painted the porch for Kayla so the neighbor berated _ for being so lazy.,Monica,Kayla,2,,
798,"Dennis made their weight loss goal before Eric, because _ only ate a healthy diet.",Dennis,Eric,1,,
799,Tanya looked for an escape route while Elena did not because _ liked to live in the moment.,Tanya,Elena,2,,
800,Tanya looked for an escape route while Elena did not because _ liked to be aware of all the surroundings.,Tanya,Elena,1,,
801,"Michael was on a diet, but cheated by eating junk food with Christopher. _ felt bad for ruining his plan.",Michael,Christopher,2,,
802,"Elena waited patiently for Angela, as _ arrived early to meet at their prearranged spot.",Elena,Angela,1,,
803,"In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. _ called the sellers to ask them pay for an exterminator.",Patricia,Victoria,2,,
804,"In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. _ wanted the sellers to pay for an exterminator.",Patricia,Victoria,1,,
805,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was big.",chest,path,1,,
806,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was short.",chest,path,2,,
807,"Donald took medication for their anxiety, but Craig went to therapy because _ was open with their feelings.",Donald,Craig,2,,
808,"Donald took medication for their anxiety, and Craig went to therapy because _ was private with their feelings.",Donald,Craig,1,,
809,"Hunter found they no longer returned Joseph's love in their marriage, therefore _ received divorce papers.",Hunter,Joseph,2,,
810,"In order to grow his plants naturally, he bought fertilizer and water. The _ was lacking with nutrients.",fertilizer,water,2,,
811,"In order to grow his plants naturally, he bought fertilizer and water. The _ was filled with nutrients.",fertilizer,water,1,,
812,"Kayla threw the phone to Rebecca, then _ asked for it to be thrown back.",Kayla,Rebecca,1,,
813,Michael had less money than Samuel did because _ liked to shop and spend money too much.,Michael,Samuel,1,,
814,Michael had more money than Samuel did because _ like to shop and spend money too much.,Michael,Samuel,2,,
815,"After a nasty breakup, Kayla needed a restraining order from Samantha because _ was scary to them.",Kayla,Samantha,2,,
816,I didn't do well on my exam even though I did all the problems in the textbook correctly. I guess the questions in the _ were just too hard.,exam,textbook,1,,
817,"At dinner time, Tanya ate Erin's serving of peas even though _ really likes green vegetables.",Tanya,Erin,2,,
818,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks long.,exam,schedule,2,,
819,Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks away.,exam,schedule,1,,
820,Jeffrey brushed their teeth quite regularly but Brian did not. _ rarely had to go to a dentist.,Jeffrey,Brian,1,,
821,Jeffrey brushed their teeth quite regularly but Brian did not. _ had to go to a dentist often.,Jeffrey,Brian,2,,
822,The kid looked terrible in the ancient  Egyptian dress because the _ was too small.,dress,kid,2,,
823,"Monica was worried that Mary might be caught in a scam when they started their new job, but _ decided to trust their friend's judgement.",Monica,Mary,1,,
824,Brian taught Michael how to feed a rabbit greens because _ had rabbits as a kid.,Brian,Michael,1,,
825,"i had to walk closer to the board to see the phone numbers, only the monogram of the company is visible from a distance. The _ is bold.",monogram,number,1,,
826,He was having an asthma attack but forgot his inhaler so someone recommended coffee as the _ was unavailable.,inhaler,coffee,1,,
827,Amy tried to spread the cake icing all over the cake but the _ was not enough.,icing,cake,1,,
828,"Patricia teaches Kindergarten students, Christine teaches High School students therefore _ doesn't read aloud a lot.",Patricia,Christine,2,,
829,"Patricia teaches Kindergarten students, Christine teaches High School students therefore _ reads aloud a lot.",Patricia,Christine,1,,
830,Lindsey has dark lips unlike Elena due to _ remembering to put on chapsticks at night.,Lindsey,Elena,2,,
831,Lindsey has dark lips unlike Elena due to _ forgetting to put on chapsticks at night.,Lindsey,Elena,1,,
832,"Joseph has an allergy to mangoes, but Nelson does not, so _ has to be very careful.",Joseph,Nelson,1,,
833,Justin went with Donald to the game because _ wanted to be the designated driver.,Justin,Donald,1,,
834,Mike wanted to make the picture with the Photoshop software instead of  the Paintshop software because the _ was more reliable.,Photoshop software,Paintshop software,1,,
835,"Jason missed his work shift in order to finish his research paper, because the _ was less important.",work shift,research paper,1,,
836,The paper bags got torn when James was using it to move the groceries. The _ are weak.,bags,groceries,1,,
837,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was short.,Steven,Dennis,1,,
838,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was tall.,Steven,Dennis,2,,
839,The quill was used by the writer much more than the pen for the job since the _ is heavy.,quill,pen,2,,
840,Joel has experience driving large vehicles and Lawrence doesn't. _ drives their RV with accuracy.,Joel,Lawrence,1,,
841,She used vinegar to wipe down the cabinets hourly and a wood cleaner monthly.  The _ was overused.,vinegar,cleaner,1,,
842,"Despite the fact that Joseph was sick and Craig was healthy, _ still stayed home from work that day.",Joseph,Craig,2,,
843,"The teacher asked for the homework. Elena played games the night before and Tanya did not, so _ got an F.",Elena,Tanya,1,,
844,"The teacher asked for the homework. Elena played games the night before and Tanya did not, so _ got an A.",Elena,Tanya,2,,
845,"William had a fear about nothing unlike Benjamin, because _ had a horrible childhood growing up.",William,Benjamin,2,,
846,"The smell in the kitchen of the home is unbearable, while the laundry room smells fine. The _ must have been cleaned longer ago.",kitchen,laundry room,1,,
847,The clothing in the north was warmer than the clothing in the south because there was more snow in the _ .,south,north,2,,
848,The clothing in the north was warmer than the clothing in the south because there was more sun in the _ .,south,north,1,,
849,"Ryan grew the houseplant from seed, but Matthew bought a plastic plant instead, because _ tended to neglect plants.",Ryan,Matthew,2,,
850,"The thief tried to escape over the fence, but the _ was too short for him to climb over.",fence,thief,2,,
851,The rib-eye steak needed some artisan pepper to season it because the _ was flavorful.,steak,pepper,2,,
852,The rib-eye steak needed some artisan pepper to season it because the _ was bland.,steak,pepper,1,,
853,"Neil introduced William, who is very shy, to his friends, but _ was being very embarrassing.",Neil,William,1,,
854,"Neil introduced William, who is very shy, to his friends, but _ was being very quiet.",Neil,William,2,,
855,The gas was not smelling out of the tank but out of the hose because the _ is leaky.,hose,tank,1,,
856,The gas was not smelling out of the tank but out of the hose because the _ is sealed.,hose,tank,2,,
857,"Laura had a much better body than Katrina, because _ spent all of their time at the ice cream shop.",Laura,Katrina,2,,
858,"My home is closer to the store than John's house, because the _ of me is next door.",home,house,1,,
859,"Samantha believed in life after death while Christine did not, so _ never tried to talk to spirits.",Samantha,Christine,2,,
860,James always had to wash his shoe after jogging on the street but it is not always the same when jogging on the lawn. The _ is clean.,street,lawn,2,,
861,"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner, but _ already had some at home.",Logan,Eric,2,,
862,"While at the store, Logan grabbed a head of lettuce for Eric to use for dinner because _ knew there was none at home.",Logan,Eric,1,,
863,"In the hotel laundry room, Felicia burned Mary's shirt while ironing it, so the manager wrote _ up.",Felicia,Mary,1,,
864,"In the hotel laundry room, Felicia burned Mary's shirt while ironing it, so the manager gave _ a refund.",Felicia,Mary,2,,
865,Jeffrey asked Hunter when was the date set for the wedding because _ was getting married.,Jeffrey,Hunter,2,,
866,Jeffrey asked Hunter when was the date set for the wedding because _ was his best man.,Jeffrey,Hunter,1,,
867,"Craig had never learned handwriting in school but Michael had learned beautiful script so, _ always typed all their correspondence.",Craig,Michael,1,,
868,"Patricia did laundry by hand, but Lindsey used the electric washer, because _ wore clothes made of delicate fabrics.",Patricia,Lindsey,1,,
869,"The dancer would leave the stage and enter the hall after her dance was finished, as the _ was where she belonged during the dance.",stage,hall,1,,
870,"Derrick needed Kenneth to go to the store and get a baby bib, but _ said the one they had was still ok.",Derrick,Kenneth,2,,
871,"His hands were a lot rougher than his thighs, because he used the _ for nothing.",hands,thighs,2,,
872,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to attend.",Christine,Samantha,1,,
873,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to judge.",Christine,Samantha,2,,
874,"Craig was all about self-publishing his first album, but a PRO rep Lawrence advised against it. _ advocated for a very hands-on approach to publishing.",Craig,Lawrence,1,,
875,"Craig was all about self-publishing his first album, but a PRO rep Lawrence advised against it. _ advocated for a very hands-off approach to publishing.",Craig,Lawrence,2,,
876,"The cleaning crew always used rags instead of washcloths, although the _ tended to wear out quickly.",washcloths,rags,2,,
877,"I hated the project this year compared to the essay last year, because the _ required more work.",project,essay,1,,
878,"While waiting for the movie to begin, Natalie bought popcorn and drinks for Lindsey, since _ had little money.",Natalie,Lindsey,2,,
879,"Christopher was able to travel abroad, while William only travelled domestically, as _ had never applied for a passport.",Christopher,William,2,,
880,"The rubber resisted the rock but snapped on the concrete, as the _ was abrasive.",rock,concrete,2,,
881,"The rubber resisted the rock but snapped on the concrete, as the _ was smooth.",rock,concrete,1,,
882,Al got solar panels and a small generator installed at his house for electricity as the _ would be his main power supply.,panels,generator,1,,
883,The newborns in the nursery were very frail because they were fed the _ calorie food during the high and low calorie experiment..,high,low,2,,
884,The newborns in the nursery were very hardy because they were fed the _ calorie food during the high and low calorie experiment.,high,low,1,,
885,Jane's hair was bound by a band until the band was cut because the _ is bulky.,band,hair,2,,
886,The patient put in a special request for Brett instead of Kyle because _ was always stern.,Brett,Kyle,2,,
887,Rachel decided on adopting a young puppy but Megan didn't because _ didn't want to train a pupply.,Rachel,Megan,2,,
888,"Justin became very ill with pneumonia, so Matthew made him some soup; then _ finally went home.",Justin,Matthew,2,,
889,Applying to dance in music videos was great for Erin but not Lindsey because _ was a beginner dancer.,Erin,Lindsey,2,,
890,The landlord said she had violated her lease by allowing a dog into the apartment. She said that the dog did not violate the _ at all.,apartment,lease,2,,
891,"Benjamin asked Samuel to buy them a puppy, because _ could not have a pet.",Benjamin,Samuel,2,,
892,The jeans fit worse than the shirt because I had tried the _ on at the store.,jeans,shirt,2,,
893,Nelson teased Christopher about needing to find a homecoming date because _ could not find one.,Nelson,Christopher,2,,
894,Nelson teased Christopher about needing to find a homecoming date because _ already had one.,Nelson,Christopher,1,,
895,The athletes on the team of Christine were more tired than those on the team of Monica because the ones with _ did less laps.,Christine,Monica,2,,
896,The athletes on the team of Christine were less tired than those on the team of Monica because the ones with _ did less laps.,Christine,Monica,1,,
897,John could not buy anything from the store than night and he went to the kiosk to buy some things because the _ is opened.,store,kiosk,2,,
898,"In order to increase her estrogen, Jenny started eating carrots instead of donuts because the _ were not junky.",donuts,carrots,2,,
899,It smelled a lot better near the pool than it did near the compost because there was no garbage in the _ .,compost,pool,2,,
900,James was able to hide the book inside his jacket because the _ is small.,book,jacket,1,,
901,James was able to hide the book inside his jacket because the _ is big.,book,jacket,2,,
902,Ian laughs at Ryan because of the small Christmas tree they picked out. _ wants a table top tree.,Ian,Ryan,2,,
903,Ian laughs at Ryan because of the small Christmas tree they picked out. _ wants a six foot tree.,Ian,Ryan,1,,
904,Betty gave the full pitcher to Rachel so _ could fill her glass with water.,Betty,Rachel,2,,
905,Brett looks as if they are aging at half the rate of Craig because _ has lived a rough lifestyle.,Brett,Craig,2,,
906,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had high heels.",shoes,boots,2,,
907,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had low heels.",shoes,boots,1,,
908,The store had 80 platters but only 2 bowls left in stock because the _ were in high demand.,platters,bowls,2,,
909,The store had 80 platters but only 2 bowls left in stock because the _ were in low demand.,platters,bowls,1,,
910,Sarah had to call in an expert unlike Erin because _ had no knowledge on the subject.,Sarah,Erin,1,,
911,Sarah had to call in an expert unlike Erin because _ had vast knowledge on the subject.,Sarah,Erin,2,,
912,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes dark liquors.",Monica,Felicia,2,,
913,"Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes clear liquors.",Monica,Felicia,1,,
914,The knee injury of Samantha has healed much quicker than Katrina's. _ 's injury was minor.,Samantha,Katrina,1,,
915,Cynthia felt very thirsty but Sarah did not feel thirsty. _ bought a bag of chips.,Cynthia,Sarah,2,,
916,Samantha failed on the test but Mary got very good marks because _ had been very lazy.,Samantha,Mary,1,,
917,"Kyle wanted to write to Aaron every day, because _ enjoyed sending letters to friends.",Kyle,Aaron,1,,
918,"Kyle wanted to write to Aaron every day, because _ enjoyed receiving letters from friends.",Kyle,Aaron,2,,
919,"The toddler kicked the soft furniture and hard toy, but only the _ caused pain.",furniture,toy,2,,
920,"The toddler kicked the hard furniture and soft toy, but only the _ caused pain.",furniture,toy,1,,
921,Jessica saw Laura constantly flirt with men in the office. _ thought it was normal in a place of business and she was admired by their coworkers.,Jessica,Laura,2,,
922,"Much to the dismay of Christopher, Jeffrey learned of their evil plan, and _ was stopped before it succeeded.",Christopher,Jeffrey,1,,
923,The student wanted to be respectful to the teacher so he got her a book instead of an apple because the _ was old.,book,apple,2,,
924,"Samantha's main artistic medium was paint, while Patricia preferred to work with clay, since _ was trained as a sculptor.",Samantha,Patricia,2,,
925,"Neil asked Brian to hand him the measuring tape, but _ already measured the wall to center the picture.",Neil,Brian,2,,
926,The creams didn't work as well on my skin as the lotions did because the _ were new.,creams,lotions,2,,
927,"Kiwis are a favorite of Ryan, while Derrick can't eat them. _ has sensitive teeth.",Ryan,Derrick,2,,
928,"Although Amy worked harder and longer than Rebecca, _ was a more wealthy person overall.",Amy,Rebecca,2,,
929,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is long.,list,page,1,,
930,James wanted to write a list of what he can do for Christmas and he ended up using all the pages in the notepad. The _ is short.,list,page,2,,
931,Samantha gifted her new bathrobe to Betty because it felt very comfortable for _ when she tried it on.,Samantha,Betty,2,,
932,Samantha gifted her new bathrobe to Betty because it felt very itchy for _ when she tried it on.,Samantha,Betty,1,,
933,The chopstick were better to eat the noodles with than the fork as the _ was repaired.,chopstick,fork,1,,
934,James was finding a space on the couch for the box to be placed but he could not find it because the _ is big.,box,couch,1,,
935,Michael loved eating many different vegetables but not Brett because _ was on a vegetarian diet.,Michael,Brett,1,,
936,"It was painful for Justin to break up with Jason, but _ wasn't ready to move on.",Justin,Jason,2,,
937,"Needing a boost Emily asked Rachel to put them on their shoulders in order to reach the roof, _  is tall in height.",Emily,Rachel,2,,
938,Bill had complicated feelings about getting a car after his motorcycle died because the _ possessed a lot of new features.,car,motorcycle,1,,
939,Bill had complicated feelings about getting a car after his motorcycle died because the _ possessed a lot of sentimental value.,car,motorcycle,2,,
940,"As a marine, Emily looks down on civilians like Maria, so _ is a bit saddened.",Emily,Maria,2,,
941,"Kyle makes a lot more money than Nelson can make at his job, as _ is a cashier.",Kyle,Nelson,2,,
942,The food that Hunter ate was spoiled but not that of Brett because _ left his food outside.,Hunter,Brett,1,,
943,The food that Hunter ate was spoiled but not that of Brett because _ left his food in the fridge.,Hunter,Brett,2,,
944,"Laura held the steel for their project while Carrie used the blowtorch, because _ was more skilled.",Laura,Carrie,2,,
945,"Amy recognized the man in the waiting room before Monica did, because _ had met the man only once.",Amy,Monica,2,,
946,Nick smelled much worse than Kenneth after the baseball game although _ was wearing deodorant.,Nick,Kenneth,1,,
947,Mark wanted to lose some weight by starting a diet and workout routine.  He focused mainly on the _ because he was lazy.,workout routine,diet,2,,
948,The drink was rich in caffeine and low in sugar because the _ was suffice in keeping the drinker awake.,caffeine,sugar,1,,
949,The drink was rich in caffeine and low in sugar because the _ was not enough to keep the drinker awake.,caffeine,sugar,2,,
950,The tree fell down sooner than the sapling because the roots of the _ were stronger.,tree,sapling,1,,
951,The tree fell down after the sapling because the roots of the _ were weaker.,tree,sapling,2,,
952,The man with the fever came over and talked to Carrie and not Lindsey because _ was a patient.,Carrie,Lindsey,2,,
953,"Samantha told Lindsey to be careful with the porcelain doll; when she ignored her and dropped the doll, _ was very sorry.",Samantha,Lindsey,2,,
954,"The Windows software attempted to install the upgrades onto the computer, but the _ exceeded data capacity.",software,computer,1,,
955,"The Windows software attempted to install the upgrades onto the computer, but the _ was outdated.",software,computer,2,,
956,James could not lift the bottle of water up to the table top because the _ is tall.,table,bottle,1,,
957,"Maria gave birth to Katrina, so after the process was over, _ was a brand new mother.",Maria,Katrina,1,,
958,"Jan planted her herbs in small growing bags, but she worried that the _ would be too shallow for them to put down roots.",herbs,bags,2,,
959,"Jan planted her herbs in small growing bags, but she worried that the _ would be too stifled to put down roots.",herbs,bags,1,,
960,Writing came easily to Carrie but was difficult for Natalie because _ had taken engineering in college.,Carrie,Natalie,2,,
961,Katrina asked Rachel to change the diapers for the babies this morning because _ is handling the stove.,Katrina,Rachel,1,,
962,Katrina asked Rachel to change the diapers for the babies this morning because _ isn't doing anything.,Katrina,Rachel,2,,
963,Brett took more medicines than Aaron did although _ was suffering from many more diseases.,Brett,Aaron,2,,
964,"The life of Christine was pretty basic until they met Maria , _ is a  is lover of excitement .",Christine,Maria,2,,
965,Benjamin lied to Logan because _ was so upset about the money that was missing.,Benjamin,Logan,2,,
966,Samantha decided to mix the mortar while Rebecca applied it to the wall. _ was not good at the finishing touches.,Samantha,Rebecca,1,,
967,Derrick greeted Craig at the event but he did not respond to him because _ is humble.,Derrick,Craig,1,,
968,Derrick greeted Craig at the event but he did not respond to him because _ is arrogant.,Derrick,Craig,2,,
969,Monica chose Kayla as the winning contestant on the reality show because _ was a contestant on the show.,Monica,Kayla,2,,
970,Michael swam in the pond for longer than Derrick because _ thought the algae was okay.,Michael,Derrick,1,,
971,Kenneth worked hard at training martial arts but not Samuel. _ couldn't made their dream come true of fighting in the UFC octagon.,Kenneth,Samuel,2,,
972,"Because Megan wanted to be a welder and Patricia wanted to be a engineer, _ went to university instead of trade school.",Megan,Patricia,2,,
973,"Because Megan wanted to be a welder and Patricia wanted to be a engineer, _ went to trade school instead of university.",Megan,Patricia,1,,
974,The man took longer to pay for the shoes than the shirt because he paid for the _ in coins.,shoes,shirt,1,,
975,The man took longer to pay for the shoes than the shirt although he paid for the _ in coins.,shoes,shirt,2,,
976,James was able to hide to gift he brought wit him in his pocket because the _ is big.,gift,pocket,2,,
977,James was able to hide to gift he brought wit him in his pocket because the _ is small.,gift,pocket,1,,
978,"Sometimes I write in my journal with a pencil instead of a pen, but the _ can be run dry.",pencil,pen,2,,
979,"John cannot run the entire length of the track, he had been used to the field. The _ is short.",track,field,2,,
980,John had to bow to walk through the door but have to crawl to enter the tent. The _ is taller.,door,tent,1,,
981,John had to bow to walk through the door but have to crawl to enter the tent. The _ is shorter.,door,tent,2,,
982,"Adam's blushed a deep red when Jeffrey saw him fall off his horse, but _ tried to pretend it didn't hurt.",Adam,Jeffrey,1,,
983,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher comforted _ immediately.",Leslie,Aaron,1,,
984,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher scolded _ immediately.",Leslie,Aaron,2,,
985,"The doctor treated Natalie, but refused to see Tanya, because _ has an incredible insurance plan.",Natalie,Tanya,1,,
986,Jessica asked Rebecca to go see a new horror movie even though _ knew she would likely to decline the invitation.,Jessica,Rebecca,1,,
987,It doesn't take much to shift between ice and water. The _ is hard and strong when its cold.,water,ice,2,,
988,It doesn't take much to shift between ice and water. The _ is fluid and flexible when its warm.,water,ice,1,,
989,"Amy's being taught how to pay it forward by Kayla, so _ is likely the younger person.",Amy,Kayla,1,,
990,Steven asked Joseph to have their stomach examined after _ had a night full of really bad gas issues.,Steven,Joseph,2,,
991,The assertive commander told the privates to change their boots but not their shirts because the _ were disgusting.,boots,shirts,1,,
992,The assertive commander told the privates to change their boots but not their shirts because the _ were fine.,boots,shirts,2,,
993,"The chef decided to omit the chicken from his signature dish for the party, because the _ needed to be vegetarian.",dish,party,1,,
994,Timmy bought a transporter for his cat so he could take him on the plane but the _ was too small.,transporter,plane,1,,
995,"Felicia was given a leather belt from Betty to clean it, because _ knows how to do it.",Felicia,Betty,1,,
996,"Felicia was given a leather belt from Betty to clean it, because _ doesn't know how to clean it.",Felicia,Betty,2,,
997,"Eric replaced his long hair with a new hat for the summer time, the _ was old.",hair,hat,1,,
998,"Hunter had low tire pressure and asked Eric to fill the tires; when he said no, _ filled the tires.",Hunter,Eric,1,,
999,Carrie tried to convince Cynthia that the cat needed a microchip because _ was concerned about the cat getting lost.,Carrie,Cynthia,1,,
1000,The doctor felt more sympathy for Aaron than Ryan because _ had a curable illness and great insurance.,Aaron,Ryan,2,,
1001,"Emily delivered the daily newspaper to Samantha promptly, so _ gave a nice Christmas bonus.",Emily,Samantha,2,,
1002,"Emily delivered the daily newspaper to Samantha promptly, so _ expected a nice Christmas bonus.",Emily,Samantha,1,,
1003,"Jack wanted to start a game, but couldn't decide between baseball or basketball. The _ game would needed fewer of friends.",baseball,basketball,2,,
1004,"Jack wanted to start a game, but couldn't decide between baseball or basketball. The _ game would call for more friends.",baseball,basketball,1,,
1005,James wanted to wear the corsage but it wouldn't fit around his wrist because his _ was too small.,wrist,corsage,2,,
1006,James wanted to wear the corsage but it wouldn't fit around his wrist because the _ was too big.,wrist,corsage,1,,
1007,"Laura was climbing down from the roof and Katrina was below so, _ was holding the ladder.",Laura,Katrina,2,,
1008,Bill could only go out to the restaurants rather than the bars because going to the _ required a minimum age.,restaurants,bars,2,,
1009,"Katrina demanded that Jessica get off of their property, because _ was in the neighborhood for visiting.",Katrina,Jessica,2,,
1010,"Katrina demanded that Jessica get off of their property, because _ wasn't in the mood for visiting.",Katrina,Jessica,1,,
1011,"At the hospital, Kenneth tended to Randy 's wounds as _ was learning to contain an infection.",Kenneth,Randy,1,,
1012,"Justin admired the art hung on the wall by Nick, so _ asked if he would like to take something home.",Justin,Nick,2,,
1013,"The man chose medication for his infection rather than the ointment, because the _ was ineffective.",ointment,medication,1,,
1014,Mary felt a great deal of guilt for stealing various items from Rachel so _ forgave her.,Mary,Rachel,2,,
1015,"Dennis warned Craig if they were late to work agian they would suffer termination, _ works for the boss at the local factory.",Dennis,Craig,2,,
1016,Patricia bought Christine a watch for their birthday because _ was tired of asking about the time.,Patricia,Christine,2,,
1017,"The teenager chose a jeweled pin for her belly piercing, but the _ was too tiny.",piercing,pin,1,,
1018,"The teenager chose a jeweled pin for her belly piercing, but the _ was too huge.",piercing,pin,2,,
1019,"After visiting their tenth college, Kevin asked Donald to just make up his mind, because _ just didn't have time for more.",Kevin,Donald,1,,
1020,"After visiting their tenth college, Kevin demanded that Donald to just make up _ 's mind, because he just didn't have time for more.",Kevin,Donald,2,,
1021,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was unlikely to be damaged.",tablet,phone,2,,
1022,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was likely to be damaged.",tablet,phone,1,,
1023,Bob had a love and hate relationship with gambling and the _ grew as he won more money.,love,hate,1,,
1024,Christine was tired of Maria being a pain in the neck after _ laid down the prank trap.,Christine,Maria,2,,
1025,"When Derrick told Christopher about quitting school to provide for their family, _ started panicking.",Derrick,Christopher,1,,
1026,"The food Katrina made was very bland, so Victoria added some salt; _ felt bad and vowed not to season again.",Katrina,Victoria,2,,
1027,"She was the prettiest in the room, wearing a pretty dress and jewelry. The _ was sparkling.",dress,jewelry,2,,
1028,"Jason hired his coworker to paint the house instead of hiring a painting company, because the _ will do it for more money.",coworker,painting company,2,,
1029,The crops in the facility grew better than in the greenhouse since the _ was bright inside.,facility,greenhouse,1,,
1030,Beautiful roses were bought by Jason for Dennis because _ is a receiver in general.,Jason,Dennis,2,,
1031,"The battery of the the phone died faster than the laptop battery, because the _ was always off.",phone,laptop,2,,
1032,"The battery of the the phone died faster than the laptop battery, because the _ was always on.",phone,laptop,1,,
1033,"Felicia ran out of shirts and borrowed one from Patricia, but _ didn't ask permission ahead of time.",Felicia,Patricia,1,,
1034,I wanted to use pomade on my hair instead of hairspray but it was old so the _ was unusable.,pomade,hairspray,1,,
1035,Megan picked up some olive oil for Felicia because _ hated to cook but loved to eat.,Megan,Felicia,1,,
1036,Megan picked up some olive oil for Felicia because _ loved to cook but hated to eat.,Megan,Felicia,2,,
1037,"Ian always got ready quickly in the morning and ended up waiting for Christopher, _ was always punctual.",Ian,Christopher,1,,
1038,Kayla always wears sunscreen outdoors but Natalie doesn't because _ isn't concerned about getting neck wrinkles.,Kayla,Natalie,2,,
1039,"Felicia wanted to be pampered by Emily, so _ went to the jewelry store and bought an expensive ring.",Felicia,Emily,2,,
1040,The man couldn't stop thinking about the violin and the crossbow he lost when he was younger. He used to love to shoot _ .,violin,crossbow,2,,
1041,Mastering the game of chess was easier for Brian than William because _ had an analytical mind.,Brian,William,1,,
1042,The gerbil came over to Laura but not Monica because _ was holding a hockey stick.,Laura,Monica,2,,
1043,The gerbil came over to Laura but not Monica because _ was holding a carrot stick.,Laura,Monica,1,,
1044,Kyle loved to camp in the wilderness but Justin preferred a nice hotel. _ booked a trip to New York City.,Kyle,Justin,2,,
1045,Kyle loved to camp in the wilderness but Justin preferred a nice hotel. _ booked a trip to Yellowstone Park.,Kyle,Justin,1,,
1046,The _ car was a pleasure to drive but the red car was not as the blue car was very expensive.,blue,red,1,,
1047,The blue car was a pleasure to drive but the _ car was not as the red car was very cheap.,blue,red,2,,
1048,Samantha wanted to use a valet to park the car but Carrie did not because _ was generous with money.,Samantha,Carrie,1,,
1049,"The trumpet part overpowered the reeds but could not be heard over the strings, as the _ were just too quiet .",reeds,strings,1,,
1050,James forgot to put the food in the freezer so he had to eat the fruits the next day because the _ is rotting.,food,fruit,1,,
1051,The patient took calcium to fix his broken bone but the _ was too weak.,bone,calcium,1,,
1052,The patient took calcium to fix his broken bone but the _ was too strong.,bone,calcium,2,,
1053,"Emily has never struggled with blood clots like Victoria has, because _ lives a sedentary, gluttonous lifestyle.",Emily,Victoria,2,,
1054,"On the playground at school during recess, Monica called Emily a chicken because _ was capable of climbing the ladder.",Monica,Emily,1,,
1055,"On the playground at school during recess, Monica called Emily a chicken because _ was scared of climbing the ladder.",Monica,Emily,2,,
1056,Hannah had to get a lawyer to help her understanding of the contract language because the _ the contract had was too complex.,language,understanding,1,,
1057,"Mary loved to make baked potatoes, but Monica couldn't stand the smell; _ asked her to only make them when she was alone.",Mary,Monica,2,,
1058,"Mary loved to make baked potatoes, but Monica couldn't stand the smell; _ only made them when she was alone.",Mary,Monica,1,,
1059,The fisherman wanted to put the rock in the pond but the _ was too small.,pond,rock,1,,
1060,"Joe did a lot worse on the quiz last week than he did on the test today, because the _ was a surprise.",quiz,test,1,,
1061,Elena was asked by Jessica to put patches in the holes in her pants; _ gave her some she bought at the store.,Elena,Jessica,2,,
1062,Elena was asked by Jessica to put patches in the holes in her pants; _ used some she already had at home.,Elena,Jessica,1,,
1063,Learning a new form of karate was difficult for Logan but not William because _ was not athletic.,Logan,William,1,,
1064,Brian wanted a horse but not Nick because _ raised cattle in their spare time.,Brian,Nick,1,,
1065,"Elena liked lizards more than Rachel did, so _ was appalled to receive a pet gecko for her birthday.",Elena,Rachel,2,,
1066,Logan preferred to snowboard while Kyle wanted to do biathlon so _ went up the hill.,Logan,Kyle,1,,
1067,"She watered the rose but not the cactus, because the soil of the _ was already wet.",rose,cactus,2,,
1068,"She watered the rose but not the cactus, because the soil of the _ was already dry.",rose,cactus,1,,
1069,"Nick did not like sauces made from tomato, only creamy sauces. Ryan knew this so he only made white sauce when _ came over.",Nick,Ryan,1,,
1070,The ingredients that I use are tastier than the available toppings because the _ are old.,ingredients,toppings,2,,
1071,Rachel knew exactly how to treat the injured person's wound but not Emily because _ took a woodworking class in high school.,Rachel,Emily,2,,
1072,"The dress could use either velcro or a zipper to close, the _ would last longer.",velcro,zipper,2,,
1073,The class was going on a bus on a field trip to a local museum. The _ had to close at 4.,bus,museum,2,,
1074,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too tight.,toga,underwear,2,,
1075,Kelly was embarrassed when his toga fell off at the party and people saw his underwear because the _ was too loose.,toga,underwear,1,,
1076,Kayla was always thinner than Rachel because _ enjoyed eating brioche and butter every morning.,Kayla,Rachel,2,,
